338	6903
339	6845
340	6919
341	6906
342	6968
343	6846
344	6859
345	7057
346	7096
347	7105
348	7040
349	6998
350	6982
351	6981
352	6963
353	6938
354	6911
355	6818
356	6859
357	7020
358	7370
359	7120
360	7007
361	7047
362	6956
363	6953
364	6891
365	6997
366	6969
367	6972
368	7026
369	7055
370	7250
371	7157
372	7023
373	7029
374	6921
375	6900
376	6974
377	6944
378	6957
379	6893
380	6959
381	7019
382	7191
383	7136
384	6979
385	6940
386	6940
387	6920
388	6920
389	6880
390	6860
391	6870
392	7040
393	7170
394	7210
395	7100
396	7010
397	6910
398	6910
399	6920
400	6950
401	7020
402	7000
403	6910
404	6960
405	7070
406	7290
407	7090
408	6970
409	6940
410	6880
411	6930
412	6950
413	6920
414	6810
415	6850
416	6950
417	7100
418	7200
419	7110
420	7080
421	7040
422	6990
423	7000
424	6940
425	6910
426	7020
427	7000
428	6960
429	7150
430	7200
431	7080
432	7040
433	6965
434	6964
435	6896
436	6931
437	6974
438	6885
439	6832
440	6980
441	7167
442	7265
443	7095
444	7121
445	6992
446	7006
447	6879
448	7042
449	7046
450	6870
451	6945
452	6892
453	7166
454	7250
455	7192
456	6996
457	7016
458	7068
459	6977
460	6983
461	6965
462	6986
463	7028
464	7067
465	7117
466	7106
467	7055
468	7034
469	6980
470	6890
471	6970
472	6880
473	6980
474	6980
475	6880
476	6880
477	7220
478	7220
479	7190
480	7090
481	6970
482	7060
483	7080
484	7000
485	6900
486	6920
487	7080
488	7310
489	7270
490	7170
491	7090
492	7080
493	7050
494	6980
495	7040
496	6900
497	7030
498	6910
499	7150
500	7270
501	7210
502	7120
503	7120
504	7100
505	6990
506	7020
507	6980
508	6980
509	7070
510	7140
511	7280
512	7260
513	7180
514	7070
515	6910
516	6950
517	6900
518	6940
519	7030
520	6970
521	6970
522	7030
523	7170
524	7190
525	7180
526	7120
527	6990
528	7000
529	7000
530	6940
531	7000
532	6950
533	6880
534	7030
535	7180
536	7250
537	7190
538	7080
539	6930
540	6880
541	6990
542	6930
543	6980
544	7030
545	6920
546	7010
547	7040
548	7240
549	7080
550	7020
551	7020
552	6960
553	6870
554	6910
555	6930
556	6890
557	6900
558	7180
559	7200
560	7130
561	7110
562	7070
563	6960
564	6940
565	7000
566	6930
567	6900
568	7090
569	7130
570	7180
571	7140
572	7160
573	7000
574	6870
575	7010
576	6950
577	6910
578	6850
579	6850
580	6920
581	7130
582	7220
583	7260
584	7080
585	7100
586	7050
587	6940
588	7030
589	7080
590	6960
591	6930
592	6990
593	7080
594	7190
595	7220
596	7120
597	7020
598	6940
599	6980
600	7070
601	7030
602	6980
603	6930
604	6960
605	7250
606	7280
607	7110
608	7040
609	6990
610	6930
611	6930
612	6990
613	6970
614	6960
615	6910
616	7000
617	6980
618	7360
619	7240
620	7060
621	7090
622	6960
623	7030
624	6890
625	6970
626	6960
627	6920
628	6960
629	7230
630	7300
631	7210
632	7170
633	7080
634	7090
635	7110
636	7090
637	7100
638	7090
639	7010
640	7100
641	7210
642	7310
643	7170
644	7170
645	7050
646	7030
647	6970
648	7080
649	7030
650	6990
651	6990
652	7050
653	7230
654	7310
655	7190
656	7060
657	7010
658	7060
659	7000
660	7040
661	6990
662	7010
663	6990
664	6920
665	7140
666	7320
667	7190
668	7000
669	7060
670	7000
671	7010
672	6950
673	6920
674	6870
675	6950
676	6990
677	7150
678	7250
679	7130
680	7150
681	7130
682	7070
683	7070
684	7020
685	7120
686	6930
687	6900
688	7070
689	7190
690	7300
691	7320
692	7250
693	7170
694	7150
695	7120
696	7040
697	7030
698	6950
699	7060
700	6980
701	7170
702	7440
703	7250
704	7150
705	7250
706	7280
707	7110
708	7040
709	6990
710	6930
711	6930
712	6990
713	6970
714	6960
715	6910
716	7000
717	6980
718	7360
719	7240
720	7060
721	7090
722	6960
723	7030
724	6890
725	6970
726	6960
727	6920
728	6960
729	7230
730	7300
731	7210
732	7170
733	7080
734	7090
735	7110
736	7090
737	7100
738	7090
739	7010
740	7100
741	7210
742	7310
743	7170
744	7170
745	7050
746	7030
747	6970
748	7080
749	7030
750	6990
751	6990
752	7050
753	7230
754	7310
755	7190
756	7060
757	7010
758	7060
759	7000
760	7040
761	6990
762	7010
763	6990
764	6920
765	7140
766	7320
767	7190
768	7000
769	7060
770	7000
771	7010
772	6950
773	6920
774	6870
775	6950
776	6990
777	7150
778	7250
779	7130
780	7150
781	7130
782	7070
783	7070
784	7020
785	7120
786	6930
787	6900
788	7070
789	7190
790	7300
791	7320
792	7250
793	7170
794	7150
795	7120
796	7040
797	7030
798	6950
799	7060
800	6980
801	7170
802	7440
803	7250
804	7150
